Lasurite Blue 	240° 	30% 	20% 		23 	76 	96 	H240L30C20
Work Blue 	240° 	30% 	25% 		0 	77 	103 	H240L30C25
Gemstone Blue 	240° 	30% 	30% 		0 	79 	109 	H240L30C30
Captain Blue 	240° 	30% 	35% 		0 	81 	113 	H240L30C35
Blue Anthracite 	240° 	40% 	5% 		85 	94 	100 	H240L40C05
Blackthorn Blue 	240° 	40% 	10% 		76 	96 	107 	H240L40C10
Celeste Blue 	240° 	40% 	15% 		64 	99 	116 	H240L40C15
Denim Blue 	240° 	40% 	20% 		47 	100 	121 	H240L40C20
Orient Blue 	240° 	40% 	25% 		21 	102 	129 	H240L40C25
Sailor Blue 	240° 	40% 	30% 		0 	102 	135 	H240L40C30
Stone Blue 	240° 	40% 	35% 		0 	104 	141 	H240L40C35
Pure Light Blue 	240° 	40% 	40% 		0 	106 	147 	H240L40C40
Smoky Blue 	240° 	50% 	5% 		111 	120 	125 	H240L50C05
Tool Blue 	240° 	50% 	10% 		99 	121 	133 	H240L50C10
Technical Blue 	240° 	50% 	15% 		88 	124 	141 	H240L50C15
Coelin Blue 	240° 	50% 	20% 		73 	125 	147 	H240L50C20
Greenland Blue 	240° 	50% 	25% 		54 	127 	154 	H240L50C25
Summer Blue 	240° 	50% 	30% 		24 	128 	161 	H240L50C30
Advertising Blue 	240° 	50% 	35% 		0 	129 	168 	H240L50C35
Tusche Blue 	240° 	50% 	40% 		0 	130 	173 	H240L50C40
Carrier Pigeon Blue 	240° 	60% 	5% 		136 	147 	152 	H240L60C05
Bird Blue 	240° 	60% 	10% 		123 	146 	158 	H240L60C10
Architecture Blue 	240° 	60% 	15% 		113 	149 	166 	H240L60C15
Shirt Blue 	240° 	60% 	20% 		101 	152 	175 	H240L60C20
Steel Light Blue 	240° 	60% 	25% 		85 	153 	182 	H240L60C25
Fairytale Blue 	240° 	60% 	30% 		62 	154 	189 	H240L60C30
Princess Blue 	240° 	60% 	35% 		20 	156 	196 	H240L60C35
Clear Blue 	240° 	60% 	40% 		0 	159 	200 	H240L60C40
Laundry Blue 	240° 	70% 	5% 		162 	173 	179 	H240L70C05
Eye Blue 	240° 	70% 	10% 		152 	175 	186 	H240L70C10
Bermuda Blue 	240° 	70% 	15% 		140 	177 	194 	H240L70C15
Sea Blue 	240° 	70% 	20% 		128 	178 	201 	H240L70C20
Madonna Blue 	240° 	70% 	25% 		113 	181 	209 	H240L70C25
Caribbean Blue 	240° 	70% 	30% 		95 	181 	214 	H240L70C30
Hazy Blue 	240° 	80% 	5% 		188 	200 	204 	H240L80C05
Light Topaz Soft Blue 	240° 	80% 	10% 		181 	205 	215 	H240L80C10
Baby Blue 	240° 	80% 	15% 		169 	205 	221 	H240L80C15
Crystal Blue 	240° 	80% 	20% 		155 	208 	229 	H240L80C20
Ice Grey 	240° 	85% 	5% 		206 	218 	222 	H240L85C05
Air Blue 	240° 	85% 	10% 		195 	219 	228 	H240L85C10
Paris Blue 	240° 	85% 	15% 		183 	221 	237 	H240L85C15
Soft Blue White 	240° 	90% 	5% 		218 	231 	233 	H240L90C05
Chalky Blue White 	240° 	90% 	10% 		208 	235 	241 	H240L90C10
Cosmos Blue 	250° 	20% 	20% 		0 	50 	73 	H250L20C20
Dark Denim Blue 	250° 	20% 	25% 		0 	51 	79 	H250L20C25
Black Forest Blue 	250° 	30% 	15% 		41 	72 	90 	H250L30C15
Swallow Blue 	250° 	30% 	20% 		21 	73 	98 	H250L30C20
Navy Dark Blue 	250° 	30% 	25% 		0 	76 	106 	H250L30C25
Pompeii Blue 	250° 	30% 	30% 		0 	76 	113 	H250L30C30
Trekking Blue 	250° 	40% 	10% 		78 	96 	109 	H250L40C10
Steel Blue Grey 	250° 	40% 	15% 		67 	97 	117 	H250L40C15
Berry Blue 	250° 	40% 	20% 		50 	96 	122 	H250L40C20
Linen Blue 	250° 	40% 	25% 		29 	99 	131 	H250L40C25
Pool Blue 	250° 	40% 	30% 		0 	101 	140 	H250L40C30
Kingfisher Blue 	250° 	40% 	35% 		0 	100 	145 	H250L40C35
Europe Blue 	250° 	40% 	40% 		0 	103 	150 	H250L40C40
Metal Grey 	250° 	50% 	10% 		103 	121 	134 	H250L50C10
Titanium Blue 	250° 	50% 	15% 		91 	121 	142 	H250L50C15
Mallorca Blue 	250° 	50% 	20% 		81 	123 	149 	H250L50C20
Linoleum Blue 	250° 	50% 	25% 		66 	124 	157 	H250L50C25
Prominent Blue 	250° 	50% 	30% 		43 	125 	166 	H250L50C30
Turkish Blue 	250° 	50% 	35% 		0 	127 	174 	H250L50C35
Primal Blue 	250° 	50% 	40% 		0 	129 	181 	H250L50C40
Bird Blue Grey 	250° 	60% 	10% 		127 	146 	160 	H250L60C10
Gentle Blue 	250° 	60% 	15% 		118 	148 	169 	H250L60C15
Aragonite Blue 	250° 	60% 	20% 		106 	149 	177 	H250L60C20
Pearl Blue 	250° 	60% 	25% 		93 	150 	185 	H250L60C25
Topaz Blue 	250° 	60% 	30% 		75 	152 	192 	H250L60C30
Stratos Blue 	250° 	60% 	35% 		55 	153 	200 	H250L60C35
Structural Blue 	250° 	60% 	40% 		14 	155 	209 	H250L60C40
Foggy Blue 	250° 	70% 	10% 		153 	174 	187 	H250L70C10
Chalk Blue 	250° 	70% 	15% 		144 	176 	196 	H250L70C15
Medium Blue 	250° 	70% 	20% 		133 	176 	204 	H250L70C20
Meadow Blossom Blue 	250° 	70% 	25% 		122 	178 	212 	H250L70C25
Broom Butterfly Blue 	250° 	70% 	30% 		107 	179 	219 	H250L70C30
Light Cyan 	250° 	80% 	10% 		182 	202 	215 	H250L80C10
Himalaya Blue 	250° 	80% 	15% 		174 	205 	224 	H250L80C15
Velvet Blue 	250° 	80% 	20% 		159 	202 	229 	H250L80C20
White Blue 	250° 	85% 	5% 		205 	214 	219 	H250L85C05
Washing Powder Soft Blue 	250° 	85% 	10% 		195 	216 	228 	H250L85C10
Diamond Soft Blue 	250° 	85% 	15% 		188 	218 	236 	H250L85C15
Ice White 	250° 	90% 	5% 		218 	227 	231 	H250L90C05
Blue-Black 	260° 	20% 	5% 		43 	48 	54 	H260L20C05
Nato Blue 	260° 	20% 	10% 		36 	49 	61 	H260L20C10
Suit Blue 	260° 	20% 	15% 		21 	48 	67 	H260L20C15
Halite Blue 	260° 	20% 	20% 		9 	50 	74 	H260L20C20
Alpine Duck Grey 	260° 	30% 	5% 		64 	70 	77 	H260L30C05
Bronze Blue 	260° 	30% 	10% 		58 	72 	86 	H260L30C10
Berlin Blue 	260° 	30% 	15% 		49 	72 	92 	H260L30C15
French Blue 	260° 	30% 	20% 		38 	73 	99 	H260L30C20
Tanzanite Blue 	260° 	30% 	25% 		17 	74 	107 	H260L30C25
Opal Blue 	260° 	30% 	30% 		0 	76 	115 	H260L30C30
Royal Blue 	260° 	30% 	35% 		0 	77 	124 	H260L30C35
Swedish Blue 	260° 	40% 	5% 		87 	93 	100 	H260L40C05
Sheet Blue 	260° 	40% 	10% 		82 	97 	111 	H260L40C10
Plum Blue 	260° 	40% 	15% 		75 	97 	118 	H260L40C15
Cadet Blue 	260° 	40% 	20% 		61 	95 	124 	H260L40C20
Enamel Blue 	260° 	40% 	25% 		50 	98 	133 	H260L40C25
Copenhagen Blue 	260° 	40% 	30% 		33 	99 	139 	H260L40C30
Bauhaus Blue 	260° 	40% 	35% 		0 	99 	146 	H260L40C35
Navy Blue 	260° 	40% 	40% 		0 	101 	157 	H260L40C40
LED Blue 	260° 	40% 	45% 		0 	102 	163 	H260L40C45
Spitsbergen Blue 	260° 	50% 	5% 		111 	117 	125 	H260L50C05
Cypress Grey Blue 	260° 	50% 	10% 		106 	119 	134 	H260L50C10
Mahonia Berry Blue 	260° 	50% 	15% 		98 	120 	142 	H260L50C15
Cropper Blue 	260° 	50% 	20% 		92 	123 	151 	H260L50C20
Biedermeier Blue 	260° 	50% 	25% 		80 	124 	160 	H260L50C25
Beijing Blue 	260° 	50% 	30% 		62 	125 	170 	H260L50C30
Vermeer Blue 	260° 	50% 	35% 		43 	124 	175 	H260L50C35
Meissen Blue 	260° 	50% 	40% 		0 	127 	185 	H260L50C40
Seal Grey 	260° 	60% 	5% 		138 	144 	152 	H260L60C05
Diopside Blue 	260° 	60% 	10% 		131 	145 	160 	H260L60C10
Nordland Blue 	260° 	60% 	15% 		126 	149 	171 	H260L60C15
Cranberry Blue 	260° 	60% 	20% 		116 	148 	177 	H260L60C20
Lupine Blue 	260° 	60% 	25% 		106 	150 	186 	H260L60C25
Blueberry Soft Blue 	260° 	60% 	30% 		94 	150 	195 	H260L60C30
Brilliant Blue 	260° 	60% 	35% 		79 	152 	203 	H260L60C35
Northern Light Grey 	260° 	70% 	5% 		167 	174 	180 	H260L70C05
Petrel Blue Grey 	260° 	70% 	10% 		160 	174 	188 	H260L70C10
Nordland Light Blue 	260° 	70% 	15% 		150 	174 	197 	H260L70C15
Matte Blue 	260° 	70% 	20% 		143 	176 	206 	H260L70C20
Pacific Blue 	260° 	70% 	25% 		131 	176 	214 	H260L70C25
Light Blue Grey 	260° 	80% 	5% 		192 	200 	207 	H260L80C05
Powder Soft Blue 	260° 	80% 	10% 		185 	201 	215 	H260L80C10
Wind Blue 	260° 	80% 	15% 		177 	201 	223 	H260L80C15
Satin White 	260° 	85% 	5% 		207 	213 	219 	H260L85C05
Sea Breeze Green 	260° 	85% 	10% 		201 	217 	231 	H260L85C10
Milk Blue 	260° 	90% 	5% 		220 	227 	231 	H260L90C05
Crow Black Blue 	270° 	20% 	20% 		17 	47 	75 	H270L20C20
Indigo Black 	270° 	20% 	25% 		0 	46 	81 	H270L20C25
Effervescent Blue 	270° 	20% 	29% 		0 	49 	90 	H270L20C29
Midnight Blue 	270° 	30% 	15% 		54 	71 	92 	H270L30C15
Dark Blue 	270° 	30% 	20% 		46 	71 	100 	H270L30C20
Grape Blue 	270° 	30% 	25% 		36 	72 	108 	H270L30C25
Medici Blue 	270° 	30% 	30% 		16 	71 	115 	H270L30C30
Kolibri Blue 	270° 	30% 	35% 		0 	71 	122 	H270L30C35
Prince Blue 	270° 	30% 	40% 		0 	72 	131 	H270L30C40
Pewter Grey 	270° 	40% 	15% 		79 	95 	118 	H270L40C15
Parlour Blue 	270° 	40% 	20% 		70 	95 	126 	H270L40C20
Functional Blue 	270° 	40% 	25% 		63 	96 	134 	H270L40C25
Make-Up Blue 	270° 	40% 	30% 		51 	95 	141 	H270L40C30
Lapis Lazuli Blue 	270° 	40% 	35% 		33 	95 	150 	H270L40C35
Magic Blue 	270° 	40% 	40% 		0 	95 	157 	H270L40C40
Brocade Blue 	270° 	50% 	10% 		109 	120 	136 	H270L50C10
Noble Blue 	270° 	50% 	15% 		105 	121 	145 	H270L50C15
Delft Blue 	270° 	50% 	20% 		96 	121 	153 	H270L50C20
Cocktail Blue 	270° 	50% 	25% 		90 	122 	162 	H270L50C25
Sage Blossom Blue 	270° 	50% 	30% 		78 	120 	169 	H270L50C30
Viennese Blue 	270° 	50% 	35% 		66 	120 	175 	H270L50C35
Cornflower Blue 	270° 	50% 	40% 		50 	122 	185 	H270L50C40
Fantasy Grey 	270° 	60% 	10% 		133 	145 	162 	H270L60C10
Lilac Blue 	270° 	60% 	15% 		130 	147 	172 	H270L60C15
Lavender Blue 	270° 	60% 	20% 		123 	147 	180 	H270L60C20
Delphinium Blue 	270° 	60% 	25% 		116 	148 	188 	H270L60C25
Eyeshadow Blue 	270° 	60% 	30% 		107 	148 	197 	H270L60C30
Butterfly Blue 	270° 	60% 	35% 		95 	147 	204 	H270L60C35
Feather Soft Blue 	270° 	70% 	10% 		162 	174 	191 	H270L70C10
Satin Soft Blue 	270° 	70% 	15% 		156 	173 	199 	H270L70C15
Angel Blue 	270° 	70% 	20% 		150 	174 	208 	H270L70C20
Boy Blue 	270° 	70% 	25% 		140 	172 	214 	H270L70C25
Light Pearl Soft Blue 	270° 	80% 	10% 		190 	200 	216 	H270L80C10
Retina Soft Blue 	270° 	80% 	15% 		182 	199 	224 	H270L80C15
Angel Hair Silver 	270° 	85% 	5% 		210 	214 	219 	H270L85C05
Mother-Of-Pearl Silver 	270° 	85% 	10% 		204 	214 	230 	H270L85C10
Murano Soft Blue 	270° 	85% 	15% 		197 	214 	238 	H270L85C15
Bleached White 	270° 	90% 	5% 		223 	227 	232 	H270L90C05
Granite Black 	280° 	20% 	5% 		49 	50 	56 	H280L20C05
Diamond Black 	280° 	20% 	10% 		43 	48 	62 	H280L20C10
Crow Black 	280° 	20% 	15% 		38 	49 	69 	H280L20C15
Manganese Black 	280° 	20% 	20% 		32 	47 	75 	H280L20C20
Elite Blue 	280° 	20% 	25% 		27 	48 	83 	H280L20C25
Ambassador Blue 	280° 	20% 	30% 		13 	47 	90 	H280L20C30
Smoking Night Blue 	280° 	30% 	5% 		67 	69 	76 	H280L30C05
Meteorite Black Blue 	280° 	30% 	10% 		65 	71 	86 	H280L30C10
Anthracite Blue 	280° 	30% 	15% 		61 	71 	94 	H280L30C15
Garnet Stone Blue 	280° 	30% 	20% 		56 	72 	102 	H280L30C20
Hydrogen Blue 	280° 	30% 	25% 		51 	71 	109 	H280L30C25
Deep Blue 	280° 	30% 	30% 		38 	70 	116 	H280L30C30
Theatre Blue 	280° 	30% 	35% 		33 	70 	122 	H280L30C35
Poster Blue 	280° 	30% 	40% 		19 	70 	130 	H280L30C40
Gallery Grey 	280° 	40% 	5% 		91 	93 	101 	H280L40C05
Suede Indigo 	280° 	40% 	10% 		88 	93 	109 	H280L40C10
Dark Lavender 	280° 	40% 	15% 		84 	94 	118 	H280L40C15
Starry Sky Blue 	280° 	40% 	20% 		79 	94 	126 	H280L40C20
Indigo Navy Blue 	280° 	40% 	25% 		76 	94 	135 	H280L40C25
Evening Blue 	280° 	40% 	30% 		68 	94 	141 	H280L40C30
Portuguese Blue 	280° 	40% 	35% 		60 	94 	149 	H280L40C35
Neptune Blue 	280° 	40% 	40% 		46 	93 	157 	H280L40C40
Hyacinth Blue 	280° 	40% 	45% 		30 	93 	165 	H280L40C45
Noble Grey 	280° 	50% 	5% 		115 	119 	127 	H280L50C05
Ice Blue Grey 	280° 	50% 	10% 		113 	119 	135 	H280L50C10
Granite Blue 	280° 	50% 	15% 		109 	119 	143 	H280L50C15
Lavender Mauve 	280° 	50% 	20% 		104 	118 	152 	H280L50C20
Costume Blue 	280° 	50% 	25% 		100 	119 	160 	H280L50C25
Light Mauve 	280° 	50% 	30% 		95 	118 	168 	H280L50C30
Sapphire Shimmer Blue 	280° 	50% 	35% 		87 	118 	175 	H280L50C35
Diva Violet 	280° 	50% 	40% 		80 	119 	186 	H280L50C40
Tulle Grey 	280° 	60% 	5% 		141 	144 	152 	H280L60C05
Sweet Lavender 	280° 	60% 	10% 		137 	143 	160 	H280L60C10
Marble Blue 	280° 	60% 	15% 		134 	143 	169 	H280L60C15
Misty Violet 	280° 	60% 	20% 		131 	144 	179 	H280L60C20
Opal Violet 	280° 	60% 	25% 		126 	143 	187 	H280L60C25
Persian Violet 	280° 	60% 	30% 		121 	144 	194 	H280L60C30
Organza Violet 	280° 	60% 	35% 		115 	145 	204 	H280L60C35
Taupe Grey 	280° 	70% 	5% 		167 	169 	177 	H280L70C05
Tulle Violet 	280° 	70% 	10% 		166 	172 	188 	H280L70C10
Foxflower Viola 	280° 	70% 	15% 		162 	172 	197 	H280L70C15
Lilac Scent Soft Blue 	280° 	70% 	20% 		158 	171 	208 	H280L70C20
Aster Flower Blue 	280° 	70% 	25% 		155 	172 	216 	H280L70C25
Viola Ice Grey 	280° 	80% 	5% 		198 	200 	208 	H280L80C05
Hyacinth White Soft Blue 	280° 	80% 	10% 		193 	199 	215 	H280L80C10
Violet Scent Soft Blue 	280° 	80% 	15% 		188 	198 	223 	H280L80C15
Pebble Soft Blue White 	280° 	85% 	5% 		211 	215 	220 	H280L85C05
Jewellery White 	280° 	85% 	10% 		206 	214 	230 	H280L85C10
Mauve White 	280° 	90% 	5% 		223 	227 	232 	H280L90C05
Porcelain White 	280° 	93% 	5% 		234 	237 	242 	H280L93C05
Spinel Stone Black 	290° 	20% 	10% 		39 	42 	59 	H290L20C10
Black Violet 	290° 	20% 	15% 		43 	44 	66 	H290L20C15
Tropical Night Blue 	290° 	20% 	20% 		42 	46 	76 	H290L20C20
Indigo Violet 	290° 	20% 	25% 		36 	44 	82 	H290L20C25
Ultramarine Violet 	290° 	20% 	30% 		29 	42 	88 	H290L20C30
Schiava Blue 	290° 	20% 	35% 		25 	41 	97 	H290L20C35
Flintstone Blue 	290° 	30% 	10% 		67 	66 	82 	H290L30C10
Spinel Black 	290° 	30% 	15% 		65 	67 	91 	H290L30C15
Church Blue 	290° 	30% 	20% 		61 	65 	97 	H290L30C20
Gloomy Blue 	290° 	30% 	25% 		60 	65 	106 	H290L30C25
Lviv Blue 	290° 	30% 	30% 		56 	65 	114 	H290L30C30
British Mauve 	290° 	30% 	35% 		53 	66 	123 	H290L30C35
Official Violet 	290° 	30% 	40% 		46 	65 	130 	H290L30C40
Shearwater Black 	290° 	40% 	10% 		91 	91 	108 	H290L40C10
Agate Violet 	290° 	40% 	15% 		90 	91 	116 	H290L40C15
Deep Lavender 	290° 	40% 	20% 		86 	90 	125 	H290L40C20
Dusk Mauve 	290° 	40% 	25% 		84 	88 	131 	H290L40C25
Rich Violet 	290° 	40% 	30% 		80 	87 	139 	H290L40C30
Onion Skin Blue 	290° 	40% 	35% 		76 	86 	146 	H290L40C35
Iris Blue 	290° 	40% 	40% 		73 	88 	156 	H290L40C40
Violet Blue 	290° 	40% 	45% 		65 	87 	162 	H290L40C45
Ash Mauve 	290° 	50% 	10% 		115 	116 	134 	H290L50C10
Stormy Mauve 	290° 	50% 	15% 		113 	115 	140 	H290L50C15
Silk Crepe Mauve 	290° 	50% 	20% 		110 	113 	150 	H290L50C20
Hyacinth Mauve 	290° 	50% 	25% 		111 	114 	159 	H290L50C25
Mountain Flower Mauve 	290° 	50% 	30% 		108 	113 	166 	H290L50C30
Chalcedony Violet 	290° 	50% 	35% 		103 	112 	174 	H290L50C35
Gladiola Blue 	290° 	50% 	40% 		99 	112 	182 	H290L50C40
Lavender Blossom Grey 	290° 	60% 	10% 		140 	141 	161 	H290L60C10
Delicate Violet 	290° 	60% 	15% 		140 	141 	168 	H290L60C15
Opera Mauve 	290° 	60% 	20% 		135 	139 	177 	H290L60C20
Soft Blue Lavender 	290° 	60% 	25% 		136 	140 	186 	H290L60C25
Pleated Mauve 	290° 	60% 	30% 		133 	139 	194 	H290L60C30
True Lavender 	290° 	60% 	35% 		126 	137 	200 	H290L60C35
Cream Violet 	290° 	70% 	10% 		169 	170 	189 	H290L70C10
Wisteria Light Soft Blue 	290° 	70% 	15% 		166 	168 	197 	H290L70C15
Blossom Mauve 	290° 	70% 	20% 		163 	167 	204 	H290L70C20
Sorbet Ice Mauve 	290° 	70% 	25% 		161 	166 	214 	H290L70C25
Tulip Soft Blue 	290° 	80% 	10% 		195 	196 	214 	H290L80C10
Pale Lilac 	290° 	80% 	15% 		195 	196 	221 	H290L80C15
Limestone Mauve 	290° 	85% 	5% 		214 	215 	219 	H290L85C05
Orchid White 	290° 	85% 	10% 		209 	213 	234 	H290L85C10
Violet White 	290° 	90% 	5% 		226 	227 	233 	H290L90C05
Lilac White 	290° 	93% 	5% 		234 	236 	241 	H290L93C05
Night Black 	300° 	20% 	5% 		49 	47 	54 	H300L20C05
Heron Blue 	300° 	20% 	10% 		47 	43 	58 	H300L20C10
Viola Black 	300° 	20% 	15% 		47 	42 	65 	H300L20C15
Blackberry Black 	300° 	20% 	20% 		46 	40 	72 	H300L20C20
Cardinal Mauve 	300° 	20% 	25% 		44 	40 	76 	H300L20C25
Ceremonial Purple 	300° 	20% 	30% 		42 	39 	86 	H300L20C30
Night Grey 	300° 	30% 	5% 		70 	68 	76 	H300L30C05
Mourning Violet 	300° 	30% 	10% 		71 	67 	84 	H300L30C10
Club Grey 	300° 	30% 	15% 		70 	65 	89 	H300L30C15
Mulberry Mauve Black 	300° 	30% 	20% 		70 	63 	96 	H300L30C20
Evening Mauve 	300° 	30% 	25% 		70 	63 	103 	H300L30C25
Opera Blue 	300° 	30% 	30% 		69 	62 	110 	H300L30C30
Deep Violet 	300° 	30% 	35% 		68 	62 	117 	H300L30C35
Sage Violet 	300° 	30% 	40% 		65 	60 	123 	H300L30C40
Baroque Grey 	300° 	40% 	5% 		95 	93 	100 	H300L40C05
Gobelin Mauve 	300° 	40% 	10% 		94 	90 	106 	H300L40C10
Orchid Grey 	300° 	40% 	15% 		94 	88 	113 	H300L40C15
Old Mauve 	300° 	40% 	20% 		95 	87 	121 	H300L40C20
Parma Mauve 	300° 	40% 	25% 		95 	86 	128 	H300L40C25
Wool Violet 	300° 	40% 	30% 		94 	85 	135 	H300L40C30
Fine Purple 	300° 	40% 	35% 		94 	84 	141 	H300L40C35
Clematis Blue 	300° 	40% 	40% 		90 	82 	147 	H300L40C40
Coronation Blue 	300° 	40% 	45% 		89 	82 	156 	H300L40C45
Hawk Grey 	300° 	50% 	5% 		119 	117 	125 	H300L50C05
Violet Grey 	300° 	50% 	10% 		120 	115 	132 	H300L50C10
Capercaillie Mauve 	300° 	50% 	15% 		120 	114 	140 	H300L50C15
Parisian Violet 	300° 	50% 	20% 		120 	112 	147 	H300L50C20
Tulip Violet 	300° 	50% 	25% 		119 	111 	154 	H300L50C25
Toy Mauve 	300° 	50% 	30% 		119 	110 	162 	H300L50C30
Wintertime Mauve 	300° 	50% 	35% 		120 	109 	170 	H300L50C35
Clear Mauve 	300° 	50% 	40% 		118 	108 	176 	H300L50C40
Partridge Grey 	300° 	60% 	5% 		145 	144 	152 	H300L60C05
Rose Grey 	300° 	60% 	10% 		146 	141 	159 	H300L60C10
Antique Viola 	300° 	60% 	15% 		146 	139 	166 	H300L60C15
Larkspur Violet 	300° 	60% 	20% 		146 	138 	174 	H300L60C20
Silk Lilac 	300° 	60% 	25% 		145 	136 	181 	H300L60C25
Heliotropic Mauve 	300° 	60% 	30% 		145 	135 	189 	H300L60C30
Amethyst Grey 	300° 	60% 	35% 		144 	133 	196 	H300L60C35
Velvet Grey 	300° 	70% 	5% 		172 	170 	179 	H300L70C05
Morning Mist Grey 	300° 	70% 	10% 		173 	167 	185 	H300L70C10
Eyeshadow Viola 	300° 	70% 	15% 		173 	166 	194 	H300L70C15
Lavender Violet 	300° 	70% 	20% 		174 	166 	201 	H300L70C20
Pink Lavender 	300° 	70% 	25% 		173 	163 	209 	H300L70C25
Hazy Mauve 	300° 	80% 	5% 		200 	198 	206 	H300L80C05
Pale Violet 	300° 	80% 	10% 		198 	195 	214 	H300L80C10
Ice Mauve 	300° 	80% 	15% 		201 	194 	221 	H300L80C15
Delicate Viola 	300° 	85% 	5% 		215 	214 	220 	H300L85C05
Powder Viola White 	300° 	85% 	10% 		217 	211 	229 	H300L85C10
Translucent White 	300° 	90% 	5% 		228 	227 	233 	H300L90C05
Obsidian Lava Black 	310° 	20% 	20% 		56 	43 	70 	H310L20C20
Operetta Mauve 	310° 	20% 	25% 		58 	40 	76 	H310L20C25
Powerful Violet 	310° 	20% 	30% 		55 	34 	82 	H310L20C30
Dark Grey Mauve 	310° 	30% 	15% 		78 	68 	89 	H310L30C15
Powerful Mauve 	310° 	30% 	20% 		76 	63 	93 	H310L30C20
English Violet 	310° 	30% 	25% 		81 	62 	100 	H310L30C25
Crystal Purple 	310° 	30% 	30% 		83 	61 	107 	H310L30C30
Succinct Violet 	310° 	30% 	35% 		81 	59 	110 	H310L30C35
Loden Purple 	310° 	30% 	40% 		85 	58 	118 	H310L30C40
Dark Pink 	310° 	40% 	10% 		100 	91 	107 	H310L40C10
Violet Haze 	310° 	40% 	15% 		103 	91 	114 	H310L40C15
Indigo Red 	310° 	40% 	20% 		105 	90 	120 	H310L40C20
Charoite Violet 	310° 	40% 	25% 		106 	87 	127 	H310L40C25
Royal Purple 	310° 	40% 	30% 		106 	83 	131 	H310L40C30
Magenta Violet 	310° 	40% 	35% 		108 	83 	137 	H310L40C35
Pure Mauve 	310° 	40% 	40% 		111 	83 	144 	H310L40C40
Dull Mauve 	310° 	50% 	10% 		125 	116 	133 	H310L50C10
Batik Lilac 	310° 	50% 	15% 		126 	115 	139 	H310L50C15
Provence Violet 	310° 	50% 	20% 		130 	113 	145 	H310L50C20
Baroness Mauve 	310° 	50% 	25% 		132 	112 	152 	H310L50C25
Bitter Violet 	310° 	50% 	30% 		133 	109 	158 	H310L50C30
Violet Rose 	310° 	50% 	35% 		132 	107 	163 	H310L50C35
Orchid Mauve 	310° 	50% 	40% 		134 	106 	170 	H310L50C40
Gentle Mauve 	310° 	60% 	10% 		149 	140 	158 	H310L60C10
Smoky Mauve 	310° 	60% 	15% 		153 	139 	165 	H310L60C15
Saffron Blossom Mauve 	310° 	60% 	20% 		156 	138 	171 	H310L60C20
Flirty Pink 	310° 	60% 	25% 		158 	136 	177 	H310L60C25
Peony Mauve 	310° 	60% 	30% 		159 	134 	183 	H310L60C30
Lilac Purple 	310° 	60% 	35% 		161 	131 	192 	H310L60C35
Amorphous Rose 	310° 	70% 	10% 		177 	167 	183 	H310L70C10
Transparent Mauve 	310° 	70% 	15% 		180 	166 	191 	H310L70C15
Blue Pink 	310° 	70% 	20% 		181 	163 	197 	H310L70C20
Glass Violet 	310° 	70% 	25% 		183 	162 	204 	H310L70C25
Powder Viola 	310° 	80% 	10% 		203 	194 	211 	H310L80C10
Orchid Violet 	310° 	80% 	15% 		207 	193 	218 	H310L80C15
Fairy Pink 	310° 	85% 	5% 		215 	213 	219 	H310L85C05
Tricot Lilac White 	310° 	85% 	10% 		220 	211 	227 	H310L85C10
Wallflower White 	310° 	90% 	5% 		231 	227 	231 	H310L90C05
Lava Black 	320° 	20% 	5% 		53 	47 	54 	H320L20C05
Obsidian Red 	320° 	20% 	10% 		55 	42 	56 	H320L20C10
Spinel Violet 	320° 	20% 	15% 		56 	40 	61 	H320L20C15
Aubergine Mauve 	320° 	20% 	20% 		59 	39 	65 	H320L20C20
Dark Purple 	320° 	20% 	25% 		60 	34 	70 	H320L20C25
Violet Black 	320° 	30% 	5% 		73 	67 	74 	H320L30C05
Stone Violet 	320° 	30% 	10% 		77 	64 	79 	H320L30C10
Amethyst Dark Violet 	320° 	30% 	15% 		79 	60 	82 	H320L30C15
Dark Blackberry 	320° 	30% 	20% 		83 	57 	88 	H320L30C20
Purpurite Violet 	320° 	30% 	25% 		87 	56 	94 	H320L30C25
Damson Mauve 	320° 	30% 	30% 		88 	53 	99 	H320L30C30
Grape Purple 	320° 	30% 	35% 		90 	52 	104 	H320L30C35
Lounge Violet 	320° 	30% 	37% 		94 	51 	109 	H320L30C37
Slate Mauve 	320° 	40% 	5% 		98 	92 	99 	H320L40C05
Olivine Basalt 	320° 	40% 	10% 		101 	88 	103 	H320L40C10
Antique Grey 	320° 	40% 	15% 		105 	87 	109 	H320L40C15
Basil Mauve 	320° 	40% 	20% 		108 	84 	114 	H320L40C20
Gladiola Violet 	320° 	40% 	25% 		110 	81 	120 	H320L40C25
Cabbage Blossom Violet 	320° 	40% 	30% 		114 	76 	123 	H320L40C30
Lilac Violet 	320° 	40% 	35% 		117 	74 	128 	H320L40C35
Violet Purple 	320° 	40% 	40% 		120 	72 	136 	H320L40C40
Grey Violet 	320° 	50% 	5% 		120 	115 	122 	H320L50C05
British Grey Mauve 	320° 	50% 	10% 		125 	112 	129 	H320L50C10
Parma Grey 	320° 	50% 	15% 		128 	110 	133 	H320L50C15
Cyclamen 	320° 	50% 	20% 		135 	109 	140 	H320L50C20
Poetry Mauve 	320° 	50% 	25% 		136 	104 	145 	H320L50C25
Viola Grey 	320° 	50% 	30% 		140 	104 	151 	H320L50C30
